"Gene"	"C_0_vs_1_pval"	"C_0_vs_1_logFC"	"C_0_vs_1_pct1"	"C_0_vs_1_pct2"	"C_0_vs_1_adjpval"
"Wdfy1"	7.26132459440927e-21	0.482877952009281	0.238	0.205	9.13765086960463e-17
"Snrpe"	7.38607667786586e-21	0.286139246800323	0.663	0.608	9.2946388914264e-17
"Gcsh"	7.94958274225271e-21	0.561259823872408	0.295	0.216	1.00037549228508e-16
"Snx2"	8.69749194368248e-21	0.396375870449934	0.507	0.453	1.094492386193e-16
"Ski"	9.6188496820816e-21	0.597732564894261	0.264	0.185	1.21043604399315e-16
"Ank"	9.6771136727814e-21	1.37691725252157	0.073	0.028	1.21776798458281e-16
"Mrps28"	9.82890925877689e-21	0.676831833707132	0.222	0.145	1.23686994112448e-16
"Ptbp3"	1.11119049891017e-20	-0.355345265364421	0.364	0.465	1.39832212382856e-16
"Gabarapl1"	1.16628797202784e-20	0.558441972985892	0.29	0.221	1.46765678399983e-16
"Gng2"	1.18417199940147e-20	0.387080873625208	0.511	0.451	1.49016204404681e-16
"Cideb"	1.22888951602773e-20	-2.13822379870201	0.009	0.038	1.5464345669693e-16
"Ipo5"	1.23009321409276e-20	0.759414483668312	0.181	0.114	1.54794930061433e-16
"Fcho2"	1.25426729646574e-20	-0.597655417339308	0.186	0.268	1.57836996587248e-16
"Klrb1b"	1.31441839906377e-20	-1.15535523882577	0.046	0.098	1.65406411338185e-16
"Creg2"	1.48921489293199e-20	0.994322005251957	0.116	0.059	1.87402802126562e-16
"Hist1h1c"	1.57488857349943e-20	0.977410378413548	0.181	0.12	1.98183978089168e-16
"Ppp4c"	1.60612720158653e-20	-0.291092744214566	0.525	0.622	2.0211504704765e-16
"Capn2"	1.63316540504536e-20	-0.370581805393407	0.393	0.493	2.05517534570907e-16
"Mcee"	1.84171090194192e-20	0.526027611823785	0.31	0.23	2.31760899900371e-16
"Zfand5"	2.00090755586336e-20	0.324917839934838	0.463	0.46	2.51794206829845e-16
"Fam214a"	2.14804265426569e-20	1.96040423402571	0.045	0.012	2.70309687612795e-16
"Gm2000"	2.170630651004e-20	0.872044536751817	0.142	0.08	2.73152161122343e-16
"Atxn7l3b"	2.41452140060094e-20	-0.44547937107524	0.288	0.382	3.03843373051623e-16
"Mef2a"	2.721776980283e-20	0.409631211375838	0.371	0.322	3.42508415198812e-16
"Hadh"	2.72662871533753e-20	0.692624306910719	0.204	0.131	3.43118957538074e-16
"Tnip1"	2.75555866908413e-20	-0.613775082702584	0.195	0.27	3.46759502917547e-16
"Kctd20"	2.80876301724041e-20	-0.674426987503311	0.133	0.208	3.53454738089533e-16
"2310001H17Rik"	2.93820292793993e-20	-0.906371048116496	0.071	0.132	3.6974345645196e-16
"Kcnab2"	3.04839715261922e-20	0.587522477381788	0.264	0.185	3.83610297685603e-16
"Ap1b1"	3.05223458781755e-20	0.588475609115041	0.269	0.187	3.8409320053096e-16
"Chst1"	3.09178098625734e-20	1.62151310312285	0.058	0.02	3.89069719310624e-16
"Acadl"	3.10848173488896e-20	-0.444977423939675	0.297	0.389	3.91171341518426e-16
"Dapp1"	3.21612160802663e-20	-0.72047701216518	0.106	0.176	4.04716743154071e-16
"Arl5c"	3.28250298127232e-20	-0.823713175377131	0.091	0.157	4.13070175163309e-16
"Lrp12"	3.34412620418999e-20	0.976877177995781	0.121	0.067	4.20824841535268e-16
"P2ry10"	3.40946621418717e-20	-2.09758181420466	0.008	0.037	4.29047228393314e-16
"1810058I24Rik"	3.4389254682331e-20	0.318323498359975	0.676	0.615	4.32754380922454e-16
"Noct"	3.45516009681685e-20	-0.807514818272439	0.101	0.167	4.34797346583432e-16
"Casp6"	3.52985761935104e-20	-0.655831031621402	0.149	0.224	4.44197282819135e-16
"Mrpl34"	3.5665379307796e-20	0.50291873575531	0.33	0.25	4.48813133209305e-16
"Angpt2"	3.69777966964819e-20	2.20009873443602	0.037	0.008	4.65328593628528e-16
"Cfh"	3.73998282746805e-20	-0.695280302853282	0.153	0.223	4.70639439008579e-16
"Ythdc1"	3.83407628986987e-20	-0.514252917595444	0.257	0.341	4.82480160317225e-16
"Usf1"	4.09782096025436e-20	-0.482245664439989	0.245	0.335	5.15669789638409e-16
"Abcb4"	4.25213336664255e-20	5.92786539175576	0.014	0	5.35088462858299e-16
"Elmo2"	4.42160192193738e-20	-0.551822200563882	0.189	0.273	5.564143858566e-16
"Fblim1"	4.50889353386268e-20	2.39229091799677	0.033	0.006	5.6739916230128e-16
"Rbm7"	4.7373747665399e-20	-0.375998400700337	0.37	0.467	5.96151240621381e-16
"Msr1"	5.07129604207247e-20	0.278038770740362	0.751	0.707	6.38171893934399e-16
"Fmn1"	5.13383405535231e-20	0.81944470359167	0.157	0.093	6.46041677525534e-16
"Psmd11"	5.23912091263696e-20	-0.352192645453453	0.369	0.468	6.59290975646235e-16
"Commd10"	5.47653785753948e-20	0.552789004394655	0.26	0.194	6.89167523992768e-16
"Stxbp2"	5.69057926355011e-20	-0.46283828490222	0.259	0.35	7.16102494525146e-16
"Poglut3"	5.72934432998668e-20	2.74713363535687	0.028	0.004	7.20980690485524e-16
"Brd2"	5.8932791839208e-20	-0.299678188433929	0.509	0.604	7.41610252504593e-16
"Tlr5"	6.0071580843254e-20	-1.39020301602681	0.028	0.069	7.55940773331508e-16
"Tgm2"	6.30073262089186e-20	-0.341152723676353	0.545	0.636	7.92884193013032e-16
"Frrs1"	6.64487677345321e-20	-0.487692832429311	0.233	0.322	8.36191293171353e-16
"Filip1l"	6.69509699327787e-20	-0.847377542850548	0.083	0.145	8.42511005634088e-16
"Igsf6"	7.76799982158036e-20	-0.429008046688789	0.366	0.448	9.77525097547673e-16
"Anxa2"	8.01040746837902e-20	-0.256542139575829	0.93	0.953	1.00802967582082e-15
"Snx29"	8.2439998381194e-20	1.2964582297231	0.081	0.036	1.03742493962895e-15
"Prdm1"	8.73811169600318e-20	-0.783326573169964	0.094	0.16	1.09960397582504e-15
"Actn1"	8.92081321059506e-20	0.652829311026493	0.22	0.144	1.12259513442128e-15
"Fbxo28"	9.63700580663086e-20	-0.83306391719554	0.086	0.149	1.21272081070643e-15
"4933412E12Rik"	9.86194375439757e-20	-0.781832294246426	0.093	0.158	1.24102700205339e-15
"Kctd12"	1.03298645474157e-19	-0.503923777003592	0.213	0.3	1.29991015464679e-15
"Endod1"	1.0899261675716e-19	0.920302277904445	0.129	0.071	1.3715630892721e-15
"Tmem97"	1.15898900129548e-19	1.05483107757886	0.103	0.051	1.45847175923023e-15
"Relb"	1.20338826734506e-19	-0.576493604218571	0.168	0.248	1.51434379562703e-15
"Mrps6"	1.40839454908877e-19	0.834809153697721	0.141	0.079	1.77232370057331e-15
"Adgre1"	1.43419841286103e-19	0.436690423771494	0.395	0.338	1.80479528274432e-15
"Qdpr"	1.48488956294575e-19	0.769329952533395	0.164	0.097	1.86858502601093e-15
"Ocstamp"	1.50446349008932e-19	-1.75531892036398	0.015	0.048	1.8932168559284e-15
"Acvrl1"	1.51844645700037e-19	-0.404772238165582	0.388	0.481	1.91081302148926e-15
"Pcna"	1.74974180776865e-19	0.439695425015026	0.304	0.26	2.20187509089607e-15
"Gspt2"	1.81416939758878e-19	-2.38876726035261	0.006	0.031	2.28295076992572e-15
"Mical2"	1.81523939606274e-19	3.04397953251874	0.025	0.003	2.28429725600535e-15
"Anapc11"	1.90663806492075e-19	0.283700086162073	0.548	0.516	2.39931334089627e-15
"Metrnl"	2.09885776592291e-19	0.382823637596366	0.519	0.464	2.6412026126374e-15
"Ifih1"	2.13236165935553e-19	-0.668212464331738	0.117	0.188	2.683363912133e-15
"Bzw1"	2.18155566838683e-19	-0.38629270431907	0.368	0.461	2.74526965309799e-15
"Extl3"	2.18188873215365e-19	0.642239189188352	0.217	0.15	2.74568878054215e-15
"Ctsf"	2.19753489792666e-19	3.65433412142751	0.02	0.001	2.76537791555091e-15
"Notch2"	2.23054513031811e-19	-0.625316235109662	0.144	0.22	2.80691799199231e-15
"Cd83"	2.30031735210531e-19	0.364929197364605	0.33	0.242	2.89471935588932e-15
"Hsd11b1"	2.58195523659687e-19	-1.93386530019582	0.01	0.04	3.2491324697335e-15
"Tmem40"	2.60119429475729e-19	-4.12007645199175	0.001	0.018	3.27334290052258e-15
"Hsp90aa1"	2.68868966018778e-19	0.447690123720802	0.573	0.521	3.3834470683803e-15
"Gkap1"	2.88655963982048e-19	1.48287248807286	0.059	0.021	3.6324466507501e-15
"Lpcat3"	2.98301135749222e-19	-0.641967949154679	0.137	0.211	3.75382149226821e-15
"Shc1"	3.00696393608592e-19	-0.668044745230705	0.132	0.201	3.78396341717052e-15
"Tpbgl"	3.06541374338278e-19	4.32120781993529	0.018	0.001	3.8575166546729e-15
"Rapgef5"	3.28806524649748e-19	4.01558153737702	0.019	0.001	4.13770130619243e-15
"Lpcat4"	3.35300598404664e-19	-0.763544037039308	0.091	0.156	4.21942273032429e-15
"Smim26"	3.44368963805024e-19	0.574118008495373	0.253	0.174	4.33353904052243e-15
"Lgals3"	3.65997566073048e-19	0.36421878358333	0.992	0.997	4.60571337146323e-15
"Slc37a3"	3.72585772990118e-19	-1.03265042874447	0.051	0.102	4.68861936730765e-15
"Rgs14"	3.74317862600769e-19	-0.618786693425437	0.154	0.228	4.71041598296807e-15
"Raly"	3.84466094635879e-19	0.283349468050682	0.643	0.593	4.8381213348979e-15
"Gamt"	3.87159330718587e-19	0.995703004502905	0.111	0.059	4.8720130177627e-15
"Gm21860"	3.9989453051048e-19	1.41887889755816	0.068	0.028	5.03227277194388e-15
"Myc"	4.22216274801785e-19	0.889973093128642	0.137	0.077	5.31316960210566e-15
"Nuak2"	4.38785380787632e-19	-0.644009713506831	0.15	0.223	5.52167523183156e-15
"Selenoh"	4.55105674249128e-19	0.570667584154266	0.235	0.182	5.72704980475103e-15
"Derl1"	4.59160495735893e-19	-0.356448411331822	0.394	0.487	5.77807567834047e-15
"Lsr"	5.1126255488778e-19	-0.567116819035447	0.15	0.226	6.43372799070783e-15
"Eef1e1"	5.202249719129e-19	0.671913564026921	0.202	0.131	6.54651104655193e-15
"Mki67"	5.23356254336462e-19	2.16516834474792	0.039	0.011	6.58591510457004e-15
"Metap2"	5.3607781005877e-19	0.33531031652686	0.516	0.457	6.74600316177956e-15
"Clcf1"	5.43056711174638e-19	-1.13822379870201	0.03	0.072	6.83382565342164e-15
"Pdk3"	5.55641850315864e-19	-0.80011895965803	0.087	0.15	6.99219704437484e-15
"Cndp2"	5.56442914249383e-19	-0.256385269980058	0.753	0.792	7.00227763291424e-15
"Rab11fip5"	5.66888681935699e-19	0.660728682359897	0.205	0.133	7.13372717347883e-15
"Nab1"	6.25650669973009e-19	-0.673292001687624	0.133	0.2	7.87318803094035e-15
"Ddi2"	6.41802820938175e-19	-0.451845682749069	0.233	0.32	8.076446698686e-15
"Aldh9a1"	7.16138650728775e-19	-0.544072126526194	0.184	0.264	9.0118887807709e-15
"Grcc10"	7.18157304945581e-19	0.278120844854792	0.684	0.613	9.03729152543519e-15
"Tspan31"	7.50992673535034e-19	-0.361631130415093	0.387	0.48	9.45049180376487e-15
"Adss"	7.992508824121e-19	0.548264121092215	0.297	0.222	1.00577731042739e-14
"Cish"	8.57315954381245e-19	-1.13185427382628	0.046	0.092	1.07884639699336e-14
"Fam136a"	8.72590790999252e-19	0.812998903539947	0.146	0.087	1.09806825139346e-14
"Ubald2"	8.99986787195476e-19	-0.28353743597618	0.604	0.686	1.13254337300679e-14
"Eea1"	9.32432720551929e-19	0.54670177745169	0.288	0.216	1.17337333554255e-14
"Hspa1b"	9.60139881460621e-19	1.72427267754806	0.075	0.038	1.20824002683004e-14
"Cdk1"	9.90354015040115e-19	2.11811595455777	0.038	0.011	1.24626149252648e-14
"Cotl1"	9.99648497599406e-19	0.256974006181329	0.77	0.756	1.25795766937909e-14
"Coro2a"	1.07810249421886e-18	-0.675059921024914	0.1	0.165	1.35668417872502e-14
"Dtymk"	1.09119896751586e-18	0.657762309276396	0.202	0.142	1.37316478072195e-14
"Mrpl30"	1.15413579955907e-18	0.279700823895555	0.659	0.608	1.45236449016513e-14
"Sox4"	1.19392963435576e-18	-1.11986326158067	0.076	0.082	1.50244105187329e-14
"Ndufs4"	1.222642166032e-18	-0.351620103043881	0.418	0.504	1.53857290173467e-14
"Timm8a1"	1.22970139203892e-18	0.747714210767283	0.166	0.106	1.54745623174178e-14
"Anxa4"	1.31664998464225e-18	-0.271908222295262	0.568	0.657	1.65687234067381e-14
"Smpdl3a"	1.32857744774339e-18	-0.310385403720484	0.449	0.545	1.67188186024028e-14
"Nlrc3"	1.46879882225619e-18	2.07555549232973	0.035	0.008	1.84833643792719e-14
"Fcrlb"	1.47690188190168e-18	0.639226820265919	0.226	0.152	1.85853332818508e-14
"Babam2"	1.5342854856667e-18	-0.445958012006618	0.241	0.328	1.93074485516297e-14
"Ptpra"	1.59439073694797e-18	0.425901239227653	0.332	0.279	2.00638130337533e-14
"Snap23"	1.70433534249821e-18	-0.346076797439627	0.36	0.455	2.14473559499975e-14
"Ly86"	1.72643426562073e-18	0.338568379397564	0.657	0.604	2.17254487985713e-14
"Sec14l1"	1.73032736562487e-18	0.604851683011874	0.234	0.164	2.17744395690233e-14
"G6pdx"	1.74810185449925e-18	-0.530206061753189	0.197	0.278	2.19981137370185e-14
"Rab11b"	1.86737470798675e-18	-0.311814062867253	0.39	0.486	2.34990433253052e-14
"Tmem167"	1.91391364602575e-18	-0.289768092639015	0.562	0.639	2.40846893215881e-14
"Crtap"	2.24568657597209e-18	0.638430814050091	0.21	0.138	2.82597198720328e-14
"Rgcc"	2.27839079778265e-18	0.533563323820506	0.303	0.222	2.86712697992969e-14
"Nucks1"	2.3266958673367e-18	0.713253676587902	0.171	0.114	2.9279140794565e-14
"Specc1"	2.45926036844128e-18	0.906605982758769	0.124	0.069	3.09473324764651e-14
"Sccpdh"	2.48970597327931e-18	1.11942741043488	0.088	0.042	3.13304599677468e-14
"Set"	2.70927156386493e-18	0.436878295991148	0.378	0.308	3.40934733596763e-14
"Psmd3"	2.73563659311376e-18	-0.403378256410174	0.307	0.397	3.44252508877436e-14
"Tmem106a"	2.89688299781667e-18	0.34494470026242	0.544	0.486	3.6454375644525e-14
"Flii"	2.95331327188894e-18	-0.441848210324748	0.24	0.326	3.71644942134504e-14
"Dgkz"	3.03955295145675e-18	0.425574092021104	0.398	0.314	3.82497343411317e-14
"Mrpl57"	3.10042688732078e-18	0.418803562155536	0.384	0.313	3.90157719500447e-14
"Fbxo4"	3.10048877555715e-18	-0.716784472572282	0.109	0.173	3.90165507516111e-14
"Psmc4"	3.11195810958609e-18	-0.336291044851468	0.345	0.439	3.91608808510313e-14
"Got2"	3.27370647902153e-18	-0.412462067393034	0.315	0.402	4.11963223320069e-14
"Eif2s2"	3.32551450581763e-18	0.28801690486953	0.527	0.485	4.18482745412091e-14
"Fmnl1"	3.42605551682281e-18	-0.403813909439561	0.355	0.443	4.31134826236982e-14
"1700123O20Rik"	3.6139382303734e-18	-0.452385010545683	0.229	0.313	4.54777986910189e-14
"Rab37"	3.67971883668506e-18	-1.57179724941828	0.018	0.052	4.63055818408448e-14
"Slc8a1"	3.69540848843582e-18	-0.81806696866684	0.084	0.142	4.65030204184764e-14
"Sh2b2"	3.8133005394901e-18	-0.536922561166107	0.183	0.261	4.79865739889435e-14
"Abtb1"	3.94782982700876e-18	-0.794815976404196	0.083	0.143	4.96794905430783e-14
"Smchd1"	4.07584137559362e-18	-0.762714663609804	0.096	0.158	5.12903878704701e-14
"Maff"	4.11605354418155e-18	-0.631555823957598	0.145	0.217	5.17964177999807e-14
"Slc16a6"	4.21462939405633e-18	0.816088563250779	0.148	0.089	5.30368962948048e-14
"C1qtnf12"	4.22565830237846e-18	1.94150339376872	0.039	0.01	5.31756840771305e-14
"Bex6"	4.31533868523307e-18	-2.58044612730709	0.004	0.026	5.4304222014973e-14
"Bnip3l"	4.33171405407063e-18	0.33389672639849	0.543	0.501	5.45102896564248e-14
"Gng12"	4.65535989397187e-18	-0.392190324017437	0.337	0.425	5.8583048905742e-14
"1110002J07Rik"	4.73681017100421e-18	-2.55326129798085	0.004	0.027	5.96080191919169e-14
"Cyc1"	4.98984737295185e-18	-0.316800368747343	0.394	0.488	6.2792239341226e-14
"Dbp"	5.08403450529549e-18	2.20057811474975	0.034	0.008	6.39774902146385e-14
"Lrrfip1"	5.1534865425746e-18	-0.335066421185064	0.441	0.531	6.48514746517587e-14
"Lamc1"	5.3428643723015e-18	0.877717745167011	0.126	0.07	6.7234605261042e-14
"E2f1"	5.56666348306115e-18	0.879642622091504	0.127	0.074	7.00508932708415e-14
"Pkmyt1"	5.77187506566942e-18	2.92066989035156	0.024	0.003	7.2633275826384e-14
"Flt1"	6.16655903672081e-18	-1.18442758862948	0.032	0.074	7.75999789180946e-14
"Bcl2l11"	6.34178856825319e-18	-0.503560033208007	0.192	0.272	7.98050673428981e-14
"Baiap2"	6.64850035400491e-18	0.597324957598404	0.238	0.169	8.36647284547977e-14
"Itprip"	6.83416897663764e-18	-0.71967181524693	0.108	0.173	8.60011824020081e-14
"Ap1s3"	6.87135995231342e-18	-1.34389882509352	0.026	0.064	8.64691936399121e-14
"Ppt1"	7.12855689143597e-18	-0.300789781398617	0.503	0.591	8.97057599218302e-14
"Atp13a2"	7.79207874959114e-18	0.412845442096148	0.398	0.328	9.80555189848549e-14
"Fcor"	8.53108855945963e-18	-0.843632788435293	0.072	0.128	1.0735521843224e-13
"Itpr2"	8.69159470083691e-18	0.971693893376025	0.104	0.053	1.09375027715332e-13
"Zdhhc7"	8.89486880252602e-18	-0.573700189838332	0.162	0.236	1.11933029010987e-13
"Eed"	9.09704720415425e-18	-0.517689059783273	0.2	0.279	1.14477242017077e-13
"Gtf2i"	9.16016085852144e-18	1.03478059567227	0.096	0.048	1.15271464243634e-13
"Pltp"	9.30871159214758e-18	0.475834481358428	0.513	0.451	1.17140826675585e-13
"Gm8909"	9.45068794171462e-18	-0.507720514070669	0.208	0.286	1.18927457058537e-13
"Rbpj"	9.54357168250213e-18	0.408446420334191	0.418	0.347	1.20096306052607e-13
"Clec4a2"	9.75005033072556e-18	-0.282072938338306	0.481	0.573	1.2269463336185e-13
"Crip2"	1.02291078826919e-17	-1.19632675326558	0.04	0.082	1.28723093595795e-13
"Mfsd12"	1.03609911829934e-17	0.740525046591367	0.16	0.104	1.30382713046789e-13
"Tspan4"	1.03708290279519e-17	0.490650201682572	0.319	0.239	1.30506512487747e-13
"Tgfb1"	1.03735041599132e-17	-0.267976398595088	0.741	0.768	1.30540176348348e-13
"Mef2c"	1.07290140033382e-17	0.737863597612514	0.167	0.104	1.35013912218008e-13
"Egln1"	1.0854132984725e-17	0.650503223153938	0.209	0.141	1.36588409479779e-13
"Slc6a6"	1.11357481384488e-17	0.397635945661081	0.421	0.346	1.4013225457424e-13
"Mrfap1"	1.21232752786403e-17	0.275600842127184	0.645	0.585	1.52559296106409e-13
"Eno2"	1.2294881885405e-17	0.577708095592	0.252	0.187	1.54718793645936e-13
"Surf4"	1.26392652723834e-17	-0.331123028858732	0.452	0.539	1.59052514187672e-13
"Arhgef2"	1.27046042180717e-17	-0.448983812302871	0.23	0.313	1.59874739480215e-13
"Cyfip1"	1.27503019238023e-17	-0.338532705034241	0.409	0.5	1.60449799409128e-13
"Gm42418"	1.2800753283736e-17	0.325625634024363	1	1	1.61084679322534e-13
"Rab27a"	1.28594592638583e-17	-1.28811922918507	0.029	0.068	1.61823435376393e-13
"Ubl3"	1.37547575110614e-17	-0.296933118085	0.405	0.499	1.73089868519197e-13
"Xrn2"	1.55968612537289e-17	-0.384966619408026	0.284	0.372	1.96270902016924e-13
"H2-Q7"	1.60702391158905e-17	-0.431247041747611	0.235	0.319	2.02227889034366e-13
"Nisch"	1.65649600471197e-17	0.416010634281613	0.409	0.34	2.08453457232955e-13
"Dusp3"	1.75984070883928e-17	0.452636288324503	0.331	0.266	2.21458354800336e-13
"Mindy3"	1.84874675468558e-17	-0.675424954767464	0.114	0.179	2.32646291609633e-13
"Nr1d2"	1.92257244936131e-17	1.83262985563847	0.04	0.011	2.41936517027627e-13
"Impdh2"	2.01886565924517e-17	0.557750675461892	0.254	0.193	2.54054054559413e-13
"Cox4i2"	2.27301492036461e-17	1.06900881546343	0.114	0.063	2.86036197578682e-13
"Ccdc102a"	2.32872702004107e-17	-1.01521290859667	0.042	0.086	2.93047008201968e-13
"Cox7a1"	2.35898439243767e-17	1.01342390736819	0.092	0.045	2.96854595944357e-13
"Ttc39b"	2.38112478085665e-17	-0.64124468588699	0.129	0.197	2.99640742423001e-13
"Shkbp1"	2.40960557840844e-17	-0.647813564017513	0.124	0.191	3.03224765986918e-13
"Unc50"	2.59049492357592e-17	-0.457951358399923	0.229	0.311	3.25987881182794e-13
"Ang"	2.80360788953083e-17	1.24308284326428	0.066	0.027	3.5280601681856e-13
"Scimp"	2.82153954409774e-17	-0.504045023216708	0.22	0.3	3.55062536229259e-13
"Cenpb"	2.83084950483829e-17	0.531164380773332	0.277	0.203	3.56234101688851e-13
"Riok3"	3.04092534273484e-17	-0.314976862653777	0.424	0.515	3.82670045129752e-13
"Unc119"	3.34554360699547e-17	-0.437548480815005	0.276	0.358	4.2100320750431e-13
"Phf11a"	4.02319972711179e-17	-0.832468517883595	0.072	0.127	5.06279453659747e-13
"Sdhaf4"	4.04725957648374e-17	-0.4190557476314	0.241	0.325	5.09307145104714e-13
"Isyna1"	4.27954223596705e-17	0.783194177322309	0.145	0.093	5.38537594974094e-13
"Hacd1"	4.33206461959043e-17	1.15211795312752	0.078	0.036	5.4514701172926e-13
"Trim30c"	4.47972150951917e-17	-2.32936528605402	0.006	0.029	5.63728154757892e-13
"Sash3"	4.59078608807816e-17	-0.596374404343844	0.145	0.214	5.77704521323755e-13
"Gpnmb"	4.72052549747688e-17	0.839749894967991	0.033	0.009	5.9403092860249e-13
"Actr1a"	4.75981299928694e-17	-0.380353948692113	0.273	0.359	5.98974867830268e-13
"Slc36a4"	4.84538567262029e-17	1.00861758962726	0.094	0.047	6.09743333042537e-13
"Gm36172"	4.92484428911677e-17	0.875322733135937	0.109	0.058	6.19742405342454e-13
"Kazald1"	5.04446165891091e-17	-1.6700749629636	0.017	0.048	6.34795055157349e-13
"Ap2a2"	5.10710154687949e-17	-0.472386050508796	0.268	0.345	6.42677658659314e-13
"Mapk3"	5.13519581302027e-17	0.37044352162647	0.401	0.341	6.46213041110471e-13
"Stx12"	5.24872469631792e-17	-0.421279001945082	0.272	0.356	6.60499515784647e-13
"Plcg2"	5.28805680377575e-17	-0.444225652689213	0.233	0.315	6.6544906818714e-13
"Spc24"	5.30737907857101e-17	2.91240227436796	0.022	0.003	6.67880583247376e-13
"Cggbp1"	6.19169158394229e-17	-0.355887079348263	0.339	0.427	7.79162468923298e-13
"Stk38"	6.23416695931108e-17	-0.488230416622806	0.197	0.275	7.84507570159707e-13
"Tlnrd1"	6.23613516814498e-17	-0.541793774728567	0.158	0.231	7.84755249559365e-13
"Tcf4"	6.9730187595286e-17	0.5481505360437	0.257	0.187	8.77484680699079e-13
"Ube2d1"	7.12549754880654e-17	-0.457334128941893	0.16	0.229	8.96672611541815e-13
"Hdac9"	7.74544085338143e-17	-1.38976256569797	0.022	0.057	9.74686276989519e-13
"Chd1"	8.00680587455105e-17	-0.549011824979496	0.162	0.235	1.0075764512535e-12
"Tmem140"	8.14020899848622e-17	0.599248359739375	0.265	0.209	1.02436390036951e-12
"Spdl1"	8.23822241932203e-17	2.1264794274924	0.033	0.008	1.03669790924748e-12
"Tns1"	8.27945483331627e-17	1.91451766336996	0.038	0.01	1.04188659622452e-12
"Acot13"	8.32361756973476e-17	0.540921141075854	0.255	0.183	1.04744403497542e-12
"Zfand3"	8.69437796701668e-17	-0.253659559963529	0.417	0.508	1.09410052336938e-12
"Mrps26"	8.80115258956617e-17	0.443100124955798	0.322	0.255	1.10753704187101e-12
"Tgm1"	8.82518477965672e-17	-1.10192766947902	0.031	0.07	1.110561252672e-12
"Spg20"	8.84875376381142e-17	0.808336942336529	0.131	0.075	1.11352717363803e-12
"Ube2f"	9.02636648116451e-17	-0.364021359576501	0.342	0.43	1.13587795798974e-12
"Oas2"	9.04966941795899e-17	-0.84612938701787	0.068	0.121	1.13881039955596e-12
"Endog"	9.05386053795394e-17	1.01305414014577	0.091	0.045	1.13933781009612e-12
"Eif4b"	9.14590061151695e-17	0.306834788341016	0.483	0.438	1.15092013295329e-12
"Cfap298"	9.61337534918547e-17	1.03923487542571	0.089	0.045	1.2097471539415e-12
"Copz1"	1.02257973850143e-16	-0.372539387414278	0.34	0.426	1.28681434293019e-12
"Exosc3"	1.04135045602656e-16	-0.538048204034347	0.171	0.244	1.31043541386382e-12
"Mta3"	1.05426067366061e-16	-0.551568986888402	0.169	0.241	1.32668163173451e-12
"Pttg1"	1.05833981430906e-16	1.01450046198669	0.099	0.065	1.33181482232652e-12
"Lyz1"	1.11460630677092e-16	-0.892885008438009	0.051	0.099	1.40262057644052e-12
"Tcf12"	1.19038796147113e-16	0.921837591783893	0.105	0.056	1.49798421071527e-12
"Polr2a"	1.23405521608938e-16	0.466987385862952	0.277	0.237	1.55293508392688e-12
"Sh2d1b1"	1.31073731755894e-16	1.17974628261667	0.072	0.032	1.64943184041617e-12
"Stxbp3"	1.31744406637943e-16	-0.700622576420576	0.106	0.167	1.65787161313188e-12
"Rpn1"	1.3286834132943e-16	-0.312369327889179	0.375	0.465	1.67201520728955e-12
"Mfsd13a"	1.33141043658037e-16	-0.77275170765034	0.081	0.137	1.67544689339274e-12
"Ginm1"	1.39999874151379e-16	-0.447723249152191	0.252	0.332	1.76175841632096e-12
"Mxd4"	1.43481987922328e-16	0.747927124261766	0.136	0.08	1.80557733601457e-12
"Pglyrp1"	1.4824572605945e-16	-2.56225008120811	0.005	0.026	1.86552421673212e-12
"Zfp395"	1.48742483168607e-16	0.991467277937626	0.089	0.044	1.87177540819375e-12
"Ptov1"	1.59097241110973e-16	0.599593948495994	0.215	0.15	2.00207968214049e-12
"Tmem86a"	1.59765467857255e-16	0.422697490875922	0.402	0.334	2.0104886475157e-12
"Use1"	1.70377522648779e-16	0.500557300682237	0.283	0.213	2.14403074501223e-12
"Slc39a1"	1.8556797906736e-16	-0.494367608927286	0.212	0.284	2.33518744858366e-12
"Fam43a"	1.8648198048588e-16	-1.26335118615567	0.031	0.067	2.34668924243431e-12
"Parp8"	1.8956340374671e-16	-0.910943140608375	0.056	0.105	2.38546587274859e-12
"Hspa1a"	2.22062952394486e-16	1.05055017289847	0.179	0.154	2.79444019293222e-12
"Pitpnc1"	2.29703055629273e-16	0.852731061694983	0.123	0.071	2.89058325203877e-12
"Arrdc1"	2.33995863933584e-16	-0.487528332520678	0.205	0.282	2.94460395174022e-12
"Ankrd50"	2.3638238873827e-16	1.15961248967444	0.076	0.036	2.97463597988239e-12
"Eya4"	2.3930432881421e-16	1.94072754269281	0.035	0.009	3.01140567379802e-12
"Crym"	2.44251195903827e-16	3.06055606541249	0.02	0.002	3.07365704925375e-12
"Hdac5"	2.46490617022672e-16	-0.502337362818182	0.199	0.274	3.1018379246133e-12
"Sec61a1"	2.472457413078e-16	-0.407564093617493	0.29	0.372	3.11134040861735e-12
"Nt5c"	2.61468636674174e-16	-0.295585097158255	0.324	0.41	3.2903213239078e-12
"Grb2"	2.64115500435629e-16	0.322812443806224	0.459	0.427	3.32362945748195e-12
"Ppm1m"	2.68242296721561e-16	-0.464085624836042	0.226	0.303	3.37556106194413e-12
"Ndufa12"	2.75977450401281e-16	0.32662809571954	0.494	0.436	3.47290023584972e-12
"Nsf"	3.0653561176981e-16	-0.540813463718053	0.171	0.243	3.85744413851128e-12
