"Gene"	"C_0_vs_1_pval"	"C_0_vs_1_logFC"	"C_0_vs_1_pct1"	"C_0_vs_1_pct2"	"C_0_vs_1_adjpval"
"Bhlhe41"	1.06932249523931e-75	-0.346350344706545	0.066	0.208	1.34563542800914e-71
"Ass1"	1.56041202312598e-75	-0.724678017573273	0.471	0.641	1.96362248990173e-71
"Tent5c"	2.06951850275612e-75	-0.428295742901741	0.097	0.255	2.60428208386831e-71
"Nr4a2"	3.03798227447637e-75	0.412905178671073	0.268	0.094	3.82299689420107e-71
"Plk2"	3.4650309732026e-75	-0.621678426682978	0.149	0.322	4.36039497667816e-71
"Vat1"	4.16965811531124e-75	-0.437238855984532	0.522	0.652	5.24709777230767e-71
"Pltp"	5.9886733952164e-75	0.648989468620342	0.608	0.406	7.53614660054031e-71
"Atp2b4"	6.50304135934507e-75	0.262150489895997	0.225	0.066	8.18342724659984e-71
"Mef2a"	7.62985854510567e-75	0.360218292571488	0.468	0.259	9.60141399316098e-71
"Kcnn4"	1.05917608235222e-74	0.337554097243495	0.407	0.197	1.33286718203203e-70
"Gpi1"	1.11712327453548e-74	-0.422291488744494	0.975	0.982	1.40578792867545e-70
"Rps27a"	1.19440173136325e-74	0.337935180749241	1	0.997	1.50303513874752e-70
"Rpn1"	1.41383397019488e-74	0.384486751202777	0.507	0.304	1.77916866809323e-70
"Dok2"	2.57029381155253e-74	0.395397691145218	0.48	0.271	3.23445773245771e-70
"Plec"	3.40808435191723e-74	0.44035289175875	0.616	0.413	4.28873334845265e-70
"Itm2b"	3.67676297006547e-74	0.389026471215264	0.999	0.997	4.62683852153039e-70
"Ifngr1"	4.45131017290468e-74	0.47894974224077	0.664	0.497	5.60152872158325e-70
"Gm5150"	5.36325229491605e-74	0.519355836781004	0.546	0.35	6.74911668792236e-70
"Aprt"	7.70224036749379e-74	0.34947433055732	0.972	0.931	9.69249927845419e-70
"Fmnl1"	8.35267166309903e-74	0.356350933026612	0.515	0.304	1.05110020208438e-69
"Smdt1"	1.79466455365448e-73	0.368370459336364	0.893	0.788	2.2584058743188e-69
"Lyn"	1.79509515901382e-73	0.379279542705535	0.826	0.661	2.258947748103e-69
"Chchd10"	1.98606009475229e-73	-0.413499483871465	0.233	0.405	2.49925802323628e-69
"Maf"	2.11866624249718e-73	0.405404339165447	0.405	0.203	2.66612959955845e-69
"Rpl11"	7.38039743672578e-73	0.315028103649149	1	0.994	9.28749213437573e-69
"Hexb"	9.84205038028372e-73	0.540176322527632	0.708	0.556	1.2385236198549e-68
"Mafb"	1.12515917447898e-72	0.574018942174789	0.924	0.811	1.41590030516435e-68
"Adgre1"	1.12692930480762e-72	0.386914904840537	0.462	0.259	1.41812783716991e-68
"Cd9"	1.52435006216533e-72	-0.460433062396908	0.675	0.841	1.91824211822885e-68
"Cfh"	1.7053135695315e-72	0.267004522746541	0.214	0.06	2.14596659589844e-68
"Arpc2"	4.94218116480663e-72	0.290023605806728	0.997	0.992	6.21924077779267e-68
"Upp1"	9.62312468477498e-71	-0.589799877005647	0.436	0.627	1.21097401033208e-66
"Siglec1"	1.01372343110606e-70	0.282221731196361	0.211	0.061	1.27566956570386e-66
"Bri3"	1.56202672089382e-70	-0.347326635407361	0.896	0.942	1.96565442557279e-66
"Gnai2"	1.95939072535302e-70	0.305791150552965	0.983	0.937	2.46569728878424e-66
"Pdia3"	5.94365660573847e-70	0.418551525454329	0.855	0.744	7.47949747266129e-66
"Slfn2"	1.33874464902642e-69	-0.434820611439724	0.728	0.84	1.68467626633484e-65
"Hgsnat"	2.09588076348896e-69	0.325353710513407	0.338	0.157	2.6374563527745e-65
"H2-Q1"	2.88905420649412e-69	-0.383849259280906	0.622	0.775	3.6355858134522e-65
"Mgarp"	3.16953050341257e-69	-0.302085251601408	0.109	0.268	3.98853718549438e-65
"Tpm3-rs7"	1.47533893133259e-68	0.33204549218167	0.492	0.287	1.85656651118894e-64
"Rpl37"	1.50611795348877e-68	0.343499869550049	1	0.994	1.89529883267027e-64
"Slc25a37"	2.11320061257784e-68	-0.316528746668423	0.179	0.354	2.65925165086795e-64
"Mgst3"	9.18900464065144e-68	0.321954691823141	0.43	0.231	1.15634434397958e-63
"Clec4n"	1.35548629883205e-67	-0.595550758139134	0.77	0.809	1.70574395845025e-63
"Rac2"	1.36636073196509e-67	0.362781900522053	0.885	0.751	1.71942834510487e-63
"Cebpb"	1.58080486935944e-67	-0.466027010555198	0.984	0.992	1.98928484760192e-63
"Ndufb11"	2.81504251562311e-66	0.337673083868715	0.741	0.581	3.54244950166012e-62
"Atp6v1g1"	6.65430316009653e-66	-0.306145242762307	0.924	0.957	8.37377509666548e-62
"Adamtsl5"	6.78191332643936e-66	-0.264805719776869	0.061	0.19	8.53435972999129e-62
"Mdm2"	8.76570047509589e-66	-0.432872384721841	0.331	0.509	1.10307574778607e-61
"Abcc3"	2.29907726497578e-65	0.265173469983771	0.294	0.122	2.89315883024552e-61
"Comt"	2.74726779200965e-65	0.314552174956223	0.438	0.253	3.45716178946494e-61
"Ndufb8"	3.8954353278338e-65	0.331293757575934	0.888	0.781	4.90201581654606e-61
"Pmp22"	4.09502431837876e-65	-0.679852994703857	0.222	0.346	5.15317860224784e-61
"Tln1"	7.84614430552238e-65	0.359924538890223	0.758	0.595	9.87358799406936e-61
"Map1lc3b"	1.35880156876584e-64	-0.348512066968547	0.749	0.856	1.70991589413494e-60
"Pnrc1"	1.65487565353194e-64	-0.438032417686076	0.821	0.906	2.08249552240459e-60
"Cox5b"	1.74099020329484e-64	0.307665211304894	0.964	0.904	2.19086207182623e-60
"Il10ra"	2.61180490365919e-64	0.334455052495732	0.454	0.257	3.28669529076472e-60
"Pfn1"	6.3952199576076e-64	0.27976999868661	1	0.999	8.0477447946534e-60
"H2-DMb2"	6.78096896062467e-64	0.569593905066124	0.702	0.537	8.53317134005009e-60
"Myl12b"	1.26686442382467e-63	0.292996417673467	0.965	0.877	1.59422219094096e-59
"Rab9"	1.73478722624656e-63	-0.321127948070816	0.269	0.428	2.18305624550867e-59
"Rpl38"	2.17373646082444e-63	0.362577665349762	0.996	0.967	2.73542996230147e-59
"Soat1"	2.51690809819367e-63	-0.358312339453242	0.396	0.564	3.16727715076691e-59
"Twf2"	3.03148324898424e-63	0.317600614952726	0.48	0.282	3.81481852052177e-59
"2410006H16Rik"	4.46335218982536e-63	-0.527345974266183	0.618	0.735	5.61668239567623e-59
"Rab1b"	7.72814313514549e-63	0.318871126378996	0.655	0.466	9.72509532126709e-59
"Rack1"	8.38721190607508e-63	0.328473132695129	0.954	0.87	1.05544674626049e-58
"Snrpb"	2.57259453566485e-62	0.330730188345383	0.797	0.649	3.23735296368065e-58
"M6pr"	4.52583401502769e-62	-0.31514423563557	0.78	0.865	5.69530952451085e-58
"Eif4ebp1"	5.99074268388058e-62	-0.356596129693974	0.875	0.922	7.53875059339532e-58
"Mcl1"	8.77899218613164e-62	-0.369071799618518	0.905	0.954	1.10474837670281e-57
"Clta"	9.22490003154387e-62	0.312000928496604	0.981	0.952	1.16086141996948e-57
"Rhog"	9.23677427323442e-62	0.289972525496559	0.972	0.901	1.16235567454382e-57
"Rilpl2"	9.7080841418032e-62	-0.464592997417895	0.426	0.521	1.22166530840451e-57
"Creg1"	1.65585622870951e-61	-0.393291175758029	0.706	0.742	2.08372947820805e-57
"Hvcn1"	2.44560407145918e-61	-0.270144314960702	0.113	0.259	3.07754816352424e-57
"Rps11"	2.6233917374969e-61	0.286044829494666	0.999	0.975	3.3012761624661e-57
"Pdpn"	2.66740738275567e-61	-0.51337946616785	0.619	0.709	3.35666545045974e-57
"Cltc"	3.00376551185066e-61	0.357847524098244	0.569	0.39	3.77993852011287e-57
"Procr"	4.27958002417379e-61	-0.270870170525972	0.047	0.166	5.3854235024203e-57
"Slc48a1"	5.12931337398541e-61	-0.402537970884392	0.47	0.594	6.45472794982324e-57
"Tax1bp1"	5.14161787014221e-61	-0.355078615392328	0.503	0.651	6.47021192778695e-57
"Laptm5"	6.79729915845519e-61	0.300608951391313	0.994	0.979	8.55372126100001e-57
"Ciao2a"	7.66687024309609e-61	0.336923173747125	0.791	0.649	9.64798951391212e-57
"Adm"	1.05003755786393e-60	-0.288536345817306	0.018	0.109	1.32136726281596e-56
"Nfam1"	1.41628932203105e-60	0.271939135279338	0.34	0.164	1.78225848284387e-56
"Tm2d2"	1.89382415718044e-60	0.31242329518547	0.545	0.357	2.38318831939586e-56
"Ccnd3"	1.916490230449e-60	0.310776432489639	0.516	0.319	2.41171130599702e-56
"Cybb"	3.24808678836404e-60	-0.44836679446738	0.727	0.793	4.0873924144773e-56
"Acsl1"	3.69243686903661e-60	-0.35012696952134	0.143	0.292	4.64656255599567e-56
"Cox6a1"	4.05649562194068e-60	0.299088928990691	0.931	0.842	5.10469409065015e-56
"Psmb2"	5.69291497396414e-60	0.317368009108983	0.814	0.667	7.16396420323648e-56
"Akr1b3"	5.72265138653885e-60	0.290658008455747	0.425	0.236	7.20138450482049e-56
"Lrrc25"	6.30321997551426e-60	0.32174831165187	0.502	0.31	7.93197201718714e-56
"Cyb5a"	3.35360162839756e-59	-0.373766983175629	0.514	0.592	4.2201722891755e-55
"Snhg12"	7.47953318382484e-59	-0.329915233870314	0.171	0.303	9.41224455852518e-55
"Rps17"	8.04471184528245e-59	0.342733961472793	0.915	0.826	1.01234653861034e-54
"Cxcl16"	1.09243772013556e-58	-0.377017416909435	0.885	0.916	1.37472362701859e-54
"Fuca1"	1.64999904580044e-58	0.308330603141826	0.634	0.45	2.07635879923527e-54
"Ube2d3"	2.05350079675104e-58	-0.296528922160374	0.932	0.958	2.58412540263151e-54
"Nop10"	3.0873031122428e-58	0.327078098333839	0.705	0.536	3.88506223644634e-54
"Tiparp"	4.01988866154105e-58	-0.374684621690023	0.249	0.41	5.05862789168325e-54
"Ap2a2"	5.16978775301389e-58	0.289057055968445	0.361	0.188	6.50566090839268e-54
"Ptms"	8.09502683773364e-58	0.340651413178664	0.858	0.739	1.0186781772604e-53
"Fnip2"	8.65132670276977e-58	-0.314467900810417	0.184	0.34	1.08868295227655e-53
"Atp5j2"	1.92832207911007e-57	0.294996454214277	0.952	0.892	2.42660050435211e-53
"Ilk"	3.69391806579636e-57	0.3037036038507	0.581	0.394	4.64842649399814e-53
"Txn1"	6.25194956588717e-57	-0.32695264854585	0.958	0.978	7.86745333371241e-53
"Slamf7"	6.82691439690351e-57	-0.289687481173612	0.056	0.165	8.59098907706338e-53
"Igsf6"	7.91189548587094e-57	-0.335141865706518	0.414	0.54	9.95632927941999e-53
"Limd2"	9.39215231437613e-57	0.327136918613933	0.514	0.321	1.18190844724109e-52
"Fkbp2"	9.7118584296468e-57	0.303625418388995	0.629	0.445	1.22214026478675e-52
"Irf7"	1.06076667954442e-56	-0.514762720442322	0.677	0.823	1.3348687895387e-52
"Mthfsl"	1.26048951859065e-56	-0.327840514734013	0.336	0.471	1.58620001019447e-52
"Rpl35a"	1.64027716681569e-56	0.27105870953196	1	0.985	2.06412478672086e-52
"Parp10"	1.67031941002639e-56	-0.303184323282144	0.185	0.344	2.10192994557721e-52
"Ankrd33b"	2.37239940354016e-56	-0.267445557356125	0.041	0.148	2.98542740941494e-52
"Rps7"	3.02854865947644e-56	0.288659222837417	0.999	0.976	3.81112563308516e-52
"Csf2ra"	3.83398702267741e-56	0.315910543814918	0.827	0.678	4.82468926933725e-52
"Dok3"	4.00390306876255e-56	0.313942246004514	0.628	0.446	5.03851162173079e-52
"Ankrd37"	4.62863346583587e-56	-0.423470628267059	0.286	0.45	5.82467235340785e-52
"Tnfaip2"	5.39487892511972e-56	-0.376080506784117	0.343	0.534	6.78891563937066e-52
"Ndufa13"	7.15700350008666e-56	0.300352875270723	0.851	0.735	9.00637320450905e-52
"Calm1"	7.82943011502457e-56	0.334617886823292	0.995	0.983	9.85255485674692e-52
"Eno2"	8.30641137589058e-56	-0.283160345528066	0.202	0.371	1.04527880754207e-51
"Fam20c"	1.48259306981193e-55	-0.452213887920598	0.295	0.431	1.86569511905133e-51
"Ccrl2"	2.3411539571113e-55	-0.435612587429144	0.533	0.718	2.94610813962886e-51
"Lsm7"	3.04336874068155e-55	0.289230409885156	0.448	0.269	3.82977522327367e-51
"Eno1b"	3.16099837687883e-55	-0.321544064002342	0.76	0.853	3.97780035746433e-51
"Pdia6"	3.56809348564926e-55	0.404488445265549	0.715	0.577	4.49008884234103e-51
"Btg3"	7.56319988576296e-55	-0.308340757306668	0.2	0.352	9.51753073624411e-51
"Rpl3"	9.61371638041781e-55	0.294855239468369	0.993	0.952	1.20979006931178e-50
"Actb"	1.13931192201979e-54	0.337585484255836	1	1	1.43371012266971e-50
"S100a10"	1.87572547026652e-54	0.387824533099269	0.973	0.946	2.36041293178339e-50
"Mmp13"	2.51011188610504e-54	-0.6367908258877	0.052	0.16	3.15872479747459e-50
"Tmem140"	2.63703646299139e-54	-0.374262721845495	0.22	0.371	3.31844668502836e-50
"Malt1"	4.49699502100795e-54	-0.302944719262197	0.114	0.254	5.6590185344364e-50
"Ost4"	5.54212301738506e-54	0.284670813415119	0.954	0.895	6.97420760507736e-50
"Ddit3"	1.00668120671325e-53	-0.274425647637488	0.113	0.254	1.26680763052795e-49
"Vdac1"	2.46970790321509e-53	-0.357266660715992	0.728	0.779	3.10788042540587e-49
"Hnrnpa2b1"	3.2155476410737e-53	0.322444576943071	0.887	0.769	4.04644515152715e-49
"Tbxas1"	4.58869648813693e-53	0.261640938920245	0.346	0.182	5.77441566067152e-49
"Apobec1"	4.91667261901208e-53	0.379549944138023	0.755	0.616	6.1871408237648e-49
"Plxnb2"	4.91802186254456e-53	0.292756221136722	0.481	0.304	6.18883871182607e-49
"H2-DMb1"	5.03365601214506e-53	0.424921825990193	0.419	0.262	6.33435272568335e-49
"Eno1"	8.43278369041754e-53	-0.351409479198554	0.956	0.973	1.06118149960214e-48
"Plod1"	1.12816166886671e-52	0.285700773107418	0.408	0.24	1.41967864410187e-48
"Ndufa4"	2.32255182457406e-52	0.329247723391574	0.812	0.688	2.922699216044e-48
"Jaml"	3.25111408126285e-52	0.343357130017628	0.491	0.31	4.09120195986117e-48
"Bax"	5.00207308971562e-52	-0.302105928106756	0.839	0.887	6.29460877609814e-48
"Adam10"	6.15186060437503e-52	0.259356103829631	0.334	0.179	7.74150138454554e-48
"Ndufb4"	8.23448935262744e-52	0.291155130327964	0.727	0.579	1.03622814013464e-47
"Ifrd1"	8.43713878563906e-52	-0.489392935282241	0.526	0.68	1.06172954478482e-47
"Mbnl1"	1.38207449733752e-51	0.260972193889823	0.351	0.188	1.73920254744954e-47
"Rpl35"	1.58604852375337e-51	0.293581243166726	0.999	0.988	1.99588346229124e-47
"Ly6e"	1.62313318933492e-51	0.42170590538028	0.965	0.94	2.04255080545906e-47
"Msr1"	2.36248350975474e-51	0.327674708802079	0.852	0.735	2.97294924867537e-47
"Ndufa3"	2.3778313421958e-51	0.308695478032925	0.83	0.727	2.9922629610192e-47
"Cmtm7"	2.64845002690548e-51	0.303102690149559	0.824	0.701	3.33280951385786e-47
"Tifab"	3.5141821531863e-51	0.2608440458693	0.5	0.315	4.42224682156964e-47
"Rps4x"	3.68786024343497e-51	0.299345947691	0.999	0.991	4.64080333033857e-47
"Znrf1"	6.45703743544193e-51	-0.258203408584323	0.209	0.369	8.12553590876012e-47
"Celf2"	7.84412310868045e-51	0.259999389480969	0.353	0.194	9.87104451996347e-47
"Srgn"	9.10986467878374e-51	-0.415988519712348	0.995	0.994	1.14638537117815e-46
"Gyg"	1.51309354528999e-50	-0.346581082980834	0.395	0.545	1.90407691739292e-46
"Apoc2"	2.45380392740576e-50	0.538389565048239	0.55	0.417	3.08786686224741e-46
"Lhfpl2"	2.7211062989206e-50	-0.316270380792251	0.174	0.312	3.42424016656168e-46
"Acod1"	2.92981917191667e-50	-0.476278596237802	0.221	0.389	3.68688444593994e-46
"Cbr2"	2.93860596498261e-50	0.388369441522045	0.134	0.032	3.69794174633411e-46
"Egln3"	3.12328155478152e-50	-0.34278103409587	0.194	0.348	3.93033750853706e-46
"Rps21"	3.38962267296448e-50	0.29115911754193	0.996	0.969	4.2655011716585e-46
"Snx2"	3.62675304580968e-50	0.36029748925463	0.592	0.438	4.5639060328469e-46
"Cd33"	3.85663456288885e-50	0.257335027170043	0.237	0.1	4.85318893393933e-46
"Cd164"	4.79518149764513e-50	-0.274269427642365	0.239	0.405	6.03425639663663e-46
"Tsc22d4"	6.02096827048602e-50	0.295308796051118	0.684	0.524	7.57678647157961e-46
"1810058I24Rik"	8.94341510462634e-50	-0.294393420296669	0.717	0.79	1.12543935676618e-45
"C3"	1.00970630898083e-49	-0.476174938128431	0.278	0.44	1.27061441922147e-45
"Clec4a3"	1.05554585165169e-49	0.290003955335235	0.367	0.2	1.32829889971848e-45
"Fermt3"	1.19022773397562e-49	0.296051332498534	0.671	0.506	1.49778258043492e-45
"Slc25a3"	1.32811505870967e-49	0.27139086322129	0.959	0.914	1.67129998988025e-45
"Naaa"	1.37318641147215e-49	0.27694166691971	0.307	0.152	1.72801778019656e-45
"Clec4a1"	2.40372112669622e-49	0.325118197732514	0.477	0.302	3.02484266583452e-45
"Gabarapl1"	2.50994864775579e-49	-0.270702539453615	0.249	0.38	3.15851937833589e-45
"Ndufc1"	3.94591249810691e-49	0.309293307788019	0.767	0.649	4.96553628761774e-45
"Cd52"	1.17749841602181e-48	0.33001494665798	0.973	0.935	1.48176400672184e-44
"Rpl6"	1.24715462628481e-48	0.271164303098591	1	0.99	1.5694193817168e-44
"Clec12a"	1.25716854423867e-48	0.311195624568313	0.417	0.244	1.58202089606994e-44
"Scand1"	1.5175468644852e-48	-0.276144407385272	0.912	0.949	1.90968097426818e-44
"Atp5a1"	2.83122263063686e-48	0.297157837113476	0.742	0.614	3.56281055839342e-44
"Esyt1"	2.93017646133908e-48	0.269210429271532	0.416	0.254	3.6873340589491e-44
"Timm10b"	3.46447629976001e-48	0.272611871882685	0.803	0.663	4.359696975618e-44
"Ftl1-ps1"	3.83982141650155e-48	-0.269428407502502	0.245	0.375	4.83203127052556e-44
"Dpm3"	4.06227807171144e-48	0.279492764581637	0.562	0.394	5.11197072544167e-44
"Sdf2l1"	4.63554948146959e-48	0.360294345242975	0.523	0.366	5.83337546748133e-44
"Glo1"	6.3777502227616e-48	0.253885443410902	0.486	0.31	8.0257608803232e-44
"Mrpl33"	7.06266312100876e-48	0.29053090306407	0.848	0.737	8.88765527147742e-44
"Mgst1"	7.36267640555192e-48	-0.427516355990591	0.425	0.554	9.26519198874654e-44
"Arhgap30"	9.20581422962486e-48	0.271075907516048	0.426	0.259	1.15845966265599e-43
"Creb5"	1.4942376400178e-47	-0.30772388578062	0.393	0.508	1.8803486461984e-43
"Osbpl8"	1.51145462863299e-47	-0.315228209658033	0.261	0.401	1.90201450467176e-43
"Gde1"	1.76182429613005e-47	-0.32475318520414	0.419	0.513	2.21707969425005e-43
"Ranbp1"	1.87089717197346e-47	0.3301104439673	0.564	0.403	2.35433700121141e-43
"Serinc3"	1.9391583594164e-47	0.312827098889776	0.496	0.344	2.44023687948959e-43
"Naa38"	2.33371643863547e-47	0.251625595261218	0.435	0.265	2.93674876637887e-43
"S100a8"	2.39148936990948e-47	-0.561223902674104	0.458	0.637	3.00945022309409e-43
"Slamf8"	3.17129470466571e-47	-0.350640598348483	0.244	0.39	3.99075725635133e-43
"Cd40"	4.04170962277927e-47	-0.315584110611766	0.201	0.351	5.08608738930544e-43
"Wdfy1"	5.19082728346485e-47	-0.267132281871741	0.204	0.326	6.53213705351217e-43
"Irak2"	5.54508842681533e-47	-0.303145622823677	0.308	0.456	6.97793927630441e-43
"Smpdl3b"	5.79761221996121e-47	-0.293601913655269	0.274	0.34	7.29571521759919e-43
"Tnip1"	5.8041096818506e-47	-0.271925164451695	0.219	0.327	7.30389162364079e-43
"Gnas"	6.81195820349209e-47	-0.260491506365134	0.863	0.943	8.57216820327444e-43
"Atp5e"	8.21740025192813e-47	0.251386619373474	0.995	0.981	1.03407764770264e-42
"Cd53"	9.29688150445108e-47	-0.288299435343916	0.773	0.863	1.16991956852012e-42
"Havcr2"	1.67152682084361e-46	0.286649615016282	0.405	0.25	2.1034493513496e-42
"Sp140"	1.83481198258868e-46	-0.367474799159628	0.559	0.685	2.30892739888959e-42
"Kctd12"	2.02424798049282e-46	0.250406877998894	0.302	0.152	2.54731365865216e-42
"Psmb3"	2.19188859655964e-46	0.285192628910011	0.84	0.734	2.75827260991065e-42
"Plk3"	4.72462405037499e-46	0.365290476108532	0.526	0.366	5.94546690499188e-42
"Plp2"	4.81071462891071e-46	0.318589125378401	0.843	0.758	6.05380328902124e-42
"Zfas1"	6.77739351003319e-46	-0.328171415728593	0.222	0.343	8.52867199302576e-42
"Traf1"	9.36128615528119e-46	-0.26019296164003	0.11	0.239	1.17802424978058e-41
"Atp13a2"	1.15723051518443e-45	0.266810935949525	0.476	0.309	1.45625888030809e-41
"Myo1f"	1.93400523752539e-45	0.255565206972273	0.452	0.283	2.43375219090195e-41
"Calr"	2.65331647867731e-45	0.333992778668246	0.813	0.698	3.33893345676752e-41
"Rtcb"	3.18304558392446e-45	0.290740744690668	0.534	0.373	4.00554456281054e-41
"Dnajc5"	5.59899950007915e-45	-0.271725259251195	0.341	0.476	7.0457809708996e-41
"Rpl28"	6.19249860351635e-45	0.255695655765818	1	0.989	7.79264024266498e-41
"Nedd8"	6.81044958935666e-45	0.256135134816635	0.884	0.79	8.57026976324642e-41
"Hsp90b1"	6.82581224507789e-45	0.370697022674152	0.832	0.727	8.58960212920602e-41
"Slc11a1"	7.24109265961481e-45	-0.318839715177726	0.601	0.685	9.11219100285927e-41
"Ptpn6"	9.00369325740643e-45	0.258497511387375	0.633	0.46	1.13302475951203e-40
"Zfp36"	9.42809862450378e-45	0.485588980589124	0.936	0.885	1.18643193090756e-40
"Sh3glb1"	1.08241291571015e-44	-0.264872449545615	0.936	0.951	1.36210841312965e-40
"Cytip"	1.42248770151965e-44	0.304271704055355	0.318	0.167	1.79005852359233e-40
"Pgls"	5.35067415637083e-44	0.27564788005325	0.752	0.618	6.73328835837706e-40
"Junb"	5.89404709062513e-44	0.48390202336592	0.955	0.923	7.41706885884266e-40
"Lamtor2"	8.70509216687462e-44	0.25718104786508	0.846	0.733	1.0954487982795e-39
"Slc6a8"	1.06946904144364e-43	-0.251529116829637	0.161	0.284	1.34581984175268e-39
"Cox5a"	1.18155095163464e-43	0.276732801113699	0.937	0.892	1.48686371753704e-39
"Azin1"	2.30650255934616e-43	-0.292360707882463	0.266	0.396	2.90250282068121e-39
"Ndufb2"	2.69202740187846e-43	0.263179892442776	0.553	0.398	3.38764728252386e-39
"Rgs1"	2.94994525543876e-43	-0.552265336305235	0.704	0.781	3.71221110944414e-39
"Macf1"	3.19669670530946e-43	0.269362519882502	0.385	0.237	4.02272313396142e-39
"Arl8b"	3.48829763085087e-43	-0.270033522220735	0.374	0.481	4.38967373866273e-39
"Ubl3"	5.04383361785828e-43	0.260923828391442	0.548	0.383	6.34716022471286e-39
"Pira2"	1.05832712511217e-42	0.312702198075607	0.488	0.332	1.33179885424116e-38
"Rpl5"	1.10669357964528e-42	0.260654960173486	0.893	0.785	1.39266320062562e-38
"Pitpna"	1.14970959270383e-42	0.26775665150765	0.718	0.567	1.4467945514585e-38
"Ostc"	1.24457408360429e-42	0.270482159973701	0.596	0.452	1.56617202680763e-38
"Rpl21"	1.55833913319507e-42	0.251621617578032	0.999	0.988	1.96101396521267e-38
"Ghitm"	2.14621715920209e-42	-0.267851364101749	0.534	0.627	2.70079967313991e-38
"Park7"	2.5993014002154e-42	0.261318293261236	0.787	0.651	3.27096088203106e-38
"Atf3"	3.0763901342311e-42	-0.531160187589823	0.619	0.735	3.87132934491641e-38
"Rps28"	3.40424588162275e-42	0.283451528881952	0.995	0.967	4.28390301743407e-38
"Ywhab"	4.53871258575554e-42	0.267119988956429	0.787	0.66	5.71151591791477e-38
"Ppp1r15a"	5.0327985270493e-42	-0.383224400211453	0.463	0.592	6.33327366643883e-38
"Arrdc4"	5.50207034618532e-42	-0.323445383237127	0.45	0.594	6.92380532363961e-38
"Lilr4b"	7.57151947920873e-42	-0.347339459806135	0.83	0.9	9.52800011263626e-38
"Rbm39"	1.23520042068333e-41	-0.28333014574933	0.836	0.892	1.5543762093879e-37
"Svbp"	1.3871088773129e-41	0.269930823600734	0.678	0.536	1.74553781121056e-37
"Rgs2"	1.49887989264735e-41	0.310494587215658	0.384	0.235	1.88619045690743e-37
"Ppp1ca"	1.74791987396477e-41	0.250155925947605	0.895	0.805	2.19958236939726e-37
"H2afz"	2.67906931201313e-41	0.308273248263866	0.962	0.904	3.37134082223732e-37
"Blvrb"	3.3314880064667e-41	-0.342567004287369	0.701	0.762	4.1923445073377e-37
"Mettl9"	6.9203579533263e-41	-0.253302887121979	0.349	0.468	8.70857844846582e-37
"Ifitm6"	7.09722122609296e-41	0.506828589172907	0.428	0.291	8.93114319091538e-37
"Dynll1"	7.61893993382397e-41	0.265865126914733	0.891	0.793	9.58767401272409e-37
"Wdr1"	9.42393980278456e-41	0.255610205926989	0.733	0.588	1.18590858478241e-36
"Tnfaip8l2"	2.20986681950165e-40	0.261299915097518	0.563	0.404	2.78089640566088e-36
"Susd3"	2.27709340044536e-40	0.251797876471866	0.419	0.265	2.86549433512044e-36
"Klra2"	2.4100227301891e-40	0.278935508957256	0.468	0.317	3.03277260366997e-36
"Selenof"	2.60348539381937e-40	0.251481797643725	0.839	0.733	3.2762260195823e-36
"Rabac1"	3.09222795557651e-40	-0.268750246087525	0.71	0.798	3.89125965929748e-36
"Sra1"	4.07297753019682e-40	-0.252335130771757	0.56	0.686	5.12543492399968e-36
"Cyfip1"	5.21768843100152e-40	0.252649064590772	0.558	0.398	6.56593912157232e-36
"Gstm1"	6.40883813046755e-40	-0.26429136315863	0.151	0.262	8.06488190338037e-36
"Rassf4"	1.66347995606831e-39	0.276008791830448	0.486	0.331	2.09332317671636e-35
"Ctla2b"	2.64376083452698e-39	0.283381645965457	0.314	0.177	3.32690863416875e-35
"1700017B05Rik"	2.9231648424547e-39	-0.276712111920953	0.338	0.452	3.67851063774499e-35
"Arl1"	3.23857210153082e-39	-0.250794165619281	0.415	0.539	4.07541913256639e-35
"Pik3r5"	3.52203132623974e-39	-0.288444283496189	0.271	0.385	4.43212422094009e-35
"Hmgb2"	3.55402577771069e-39	-0.321068175039203	0.389	0.508	4.47238603867113e-35
"Tnfrsf1b"	4.33429685217456e-39	-0.285704151839144	0.378	0.516	5.45427915877647e-35
"Tarm1"	4.45906297052782e-39	-0.296412711397722	0.236	0.365	5.61128484211221e-35
"Sirpa"	4.89816050695398e-39	-0.259158506979498	0.843	0.874	6.16384518195089e-35
"H3f3b"	4.94957066035339e-39	-0.3418200768205	0.998	0.998	6.22853971898871e-35
"Cfb"	6.06907416650285e-39	-0.579738207033625	0.28	0.338	7.63732293112718e-35
"Rps6"	1.73658409671292e-38	0.256149658874727	0.942	0.866	2.18531742730353e-34
"Glud1"	1.78365752790583e-38	0.25994347543753	0.607	0.465	2.2445546331167e-34
"Serpina3g"	2.70303236052296e-38	-0.270694655646468	0.092	0.205	3.40149592248209e-34
"G530011O06Rik"	3.18334300181546e-38	0.269230558340102	0.263	0.133	4.00591883348458e-34
"Rps29"	7.44146076010657e-38	0.339240888270735	0.998	0.996	9.36433422051811e-34
"Hopx"	9.03518968990406e-38	0.350223711128273	0.402	0.269	1.13698827057753e-33
"Adipor1"	1.01146692343374e-37	-0.263968511191063	0.833	0.9	1.27282997644902e-33
"Cd93"	1.43567469798633e-37	0.273932806246888	0.57	0.418	1.806653039946e-33
